cell,gene
ABaraaaapaa,psa-4
ABaraaaapaa,nhr-22
ABaraaaapaa,pry-1
ABaraaaapaa,str-3
ABaraaaapaa,smp-2
SM2L.p,egl-5
SM2L.p,gar-2
MSppapp,lin-12
MSppapp,par-6
MSppapp,gst-44
MSppapp,rhgf-1
MSppapp,cat-1
MSppapp,spn-4
MSppapp,mig-1
MSppapp,psa-4
MSppapp,pry-1
MSppapp,str-3
MSppapp,acy-1
MSppapp,smp-2
ABplaaaaapp,nlp-7
ABplaaaaapp,par-6
ABplaaaaapp,gst-44
ABplaaaaapp,rhgf-1
ABplaaaaapp,cat-1
ABplaaaaapp,spn-4
ABplaaaaapp,mig-1
ABplaaaaapp,psa-4
ABplaaaaapp,nhr-22
ABplaaaaapp,pry-1
ABplaaaaapp,str-3
ABplaaaaapp,jkk-1
ABplaaaaapp,smp-2
ABplpaapap,nlp-7
ABplpaapap,par-6
ABplpaapap,gst-44
ABplpaapap,rhgf-1
ABplpaapap,cat-1
ABplpaapap,spn-4
ABplpaapap,mig-1
ABplpaapap,psa-4
ABplpaapap,nhr-22
ABplpaapap,pry-1
ABplpaapap,str-3
ABplpaapap,jkk-1
ABplpaapap,smp-2
e3D,par-6
e3D,gst-44
e3D,rhgf-1
e3D,cat-1
e3D,psa-4
e3D,nhr-22
e3D,pry-1
e3D,str-3
e3D,smp-2
m7D,par-6
m7D,gst-44
m7D,rhgf-1
m7D,cat-1
m7D,psa-4
m7D,nhr-22
m7D,pry-1
m7D,str-3
m7D,smp-2
ABplaaaaapa,nlp-7
ABplaaaaapa,par-6
ABplaaaaapa,gst-44
ABplaaaaapa,rhgf-1
ABplaaaaapa,cat-1
ABplaaaaapa,spn-4
ABplaaaaapa,mig-1
ABplaaaaapa,psa-4
ABplaaaaapa,nhr-22
ABplaaaaapa,pry-1
ABplaaaaapa,str-3
ABplaaaaapa,jkk-1
ABplaaaaapa,smp-2
ABplpaapaa,nlp-7
ABplpaapaa,par-6
ABplpaapaa,gst-44
ABplpaapaa,rhgf-1
ABplpaapaa,cat-1
ABplpaapaa,spn-4
ABplpaapaa,mig-1
ABplpaapaa,psa-4
ABplpaapaa,nhr-22
ABplpaapaa,pry-1
ABplpaapaa,str-3
ABplpaapaa,jkk-1
ABplpaapaa,smp-2
ASHL,pha-4
ASHL,inx-12
ASHL,nhx-9
ASHL,nhr-79
ASHL,F41E7.1
ASHL,pUL#AL34
ASHL,mec-6
ASHL,hcp-3
ASHL,lin-31
ASHL,ltd-1
ASHL,ida-1
ASHL,qui-1
ASHL,syg-1
ASHL,lin-35
ASHL,par-6
ASHL,ceh-48
ASHL,gst-44
ASHL,rhgf-1
ASHL,R09A8.5
ASHL,cat-1
ASHL,psa-4
ASHL,nhr-22
ASHL,ama-1
ASHL,inx-3
ASHL,igcm-2
ASHL,R05F9.1
ASHL,rcn-1
ASHL,egl-32
ASHL,F54C9.7
ASHL,srh-220
ASHL,pry-1
ASHL,str-3
ASHL,clh-6
ASHL,acy-1
ASHL,gly-19
ASHL,smp-2
ASHL,ICB4 antigen
ASHL,gpa-2
ASHL,gpa-4
ASHL,gpc-1
ASHL,klp-18
V3L.ppppa,alh-9
V3L.ppppa,B0285.6
ABalaapaap,nlp-7
ABalaapaap,par-6
ABalaapaap,gst-44
ABalaapaap,rhgf-1
ABalaapaap,cat-1
ABalaapaap,spn-4
ABalaapaap,mig-1
ABalaapaap,psa-4
ABalaapaap,nhr-22
ABalaapaap,pry-1
ABalaapaap,str-3
ABalaapaap,smp-2
ABprapppaa,nlp-7
ABprapppaa,par-6
ABprapppaa,gst-44
ABprapppaa,rhgf-1
ABprapppaa,cat-1
ABprapppaa,spn-4
ABprapppaa,mig-1
ABprapppaa,psa-4
ABprapppaa,nhr-22
ABprapppaa,pry-1
ABprapppaa,str-3
ABprapppaa,zmp-1
ABprapppaa,jkk-1
ABprapppaa,smp-2
V3L.ppppp,alh-9
V3L.ppppp,B0285.6
ABplaaap,nlp-7
ABplaaap,par-6
ABplaaap,gst-44
ABplaaap,rhgf-1
ABplaaap,cat-1
ABplaaap,spn-4
ABplaaap,mig-1
ABplaaap,psa-4
ABplaaap,pry-1
ABplaaap,str-3
ABplaaap,acy-1
ABplaaap,jkk-1
ABplaaap,smp-2
ABplaaap,crt-1
ABalaapaaa,nlp-7
ABalaapaaa,par-6
ABalaapaaa,gst-44
ABalaapaaa,rhgf-1
ABalaapaaa,cat-1
ABalaapaaa,spn-4
ABalaapaaa,mig-1
ABalaapaaa,psa-4
ABalaapaaa,nhr-22
ABalaapaaa,pry-1
ABalaapaaa,str-3
ABalaapaaa,smp-2
ASHR,pha-4
ASHR,inx-12
ASHR,nhx-9
ASHR,nhr-79
ASHR,F41E7.1
ASHR,pUL#AL34
ASHR,mec-6
ASHR,hcp-3
ASHR,lin-31
ASHR,ltd-1
ASHR,ida-1
ASHR,qui-1
ASHR,syg-1
ASHR,lin-35
ASHR,par-6
ASHR,ceh-48
ASHR,gst-44
ASHR,rhgf-1
ASHR,R09A8.5
ASHR,cat-1
ASHR,psa-4
ASHR,nhr-22
ASHR,ama-1
ASHR,inx-3
ASHR,igcm-2
ASHR,R05F9.1
ASHR,rcn-1
ASHR,egl-32
ASHR,F54C9.7
ASHR,srh-220
ASHR,pry-1
ASHR,str-3
ASHR,clh-6
ASHR,acy-1
ASHR,gly-19
ASHR,smp-2
ASHR,ICB4 antigen
ASHR,gpa-2
ASHR,gpa-4
ASHR,gpc-1
ASHR,klp-18
P11.pap,ggr-2
P11.pap,gcy-34
ABalppappp,nlp-7
ABalppappp,par-6
ABalppappp,gst-44
ABalppappp,rhgf-1
ABalppappp,cat-1
ABalppappp,spn-4
ABalppappp,mig-1
ABalppappp,psa-4
ABalppappp,pry-1
ABalppappp,str-3
ABalppappp,smp-2
ABalppappp,nhr-85
ABalpaaapap,nlp-7
ABalpaaapap,par-6
ABalpaaapap,gst-44
ABalpaaapap,rhgf-1
ABalpaaapap,cat-1
ABalpaaapap,spn-4
ABalpaaapap,mig-1
ABalpaaapap,psa-4
ABalpaaapap,nhr-22
ABalpaaapap,pry-1
ABalpaaapap,str-3
ABalpaaapap,smp-2
Capaapa,nlp-7
Capaapa,par-6
Capaapa,gst-44
Capaapa,rhgf-1
Capaapa,cat-1
Capaapa,psa-4
Capaapa,nhr-22
Capaapa,mig-13
Capaapa,pry-1
Capaapa,str-3
Capaapa,ric-19
Capaapa,grd-6
Capaapa,smp-2
P11.paa,ggr-2
P11.paa,gcy-34
ABalppappa,nlp-7
ABalppappa,par-6
ABalppappa,gst-44
ABalppappa,rhgf-1
ABalppappa,cat-1
ABalppappa,spn-4
ABalppappa,mig-1
ABalppappa,psa-4
ABalppappa,nhr-22
ABalppappa,pry-1
ABalppappa,str-3
ABalppappa,smp-2
ABalppappa,nhr-85
Eal,hlh-2
Eal,lin-12
Eal,nlp-7
Eal,par-6
Eal,gst-44
Eal,rhgf-1
Eal,oma-2
Eal,cat-1
Eal,psa-4
Eal,clh-3
Eal,unc-15
Eal,gar-1
Eal,pry-1
Eal,str-3
Eal,ima-2
Eal,acy-1
Eal,smp-2
Eal,nhr-23
V3R.paa,alh-9
V3R.paa,klp-16
V3R.paa,B0285.6
AVAR,unc-103
AVAR,glr-3
AVAR,gon-4
AVAR,gcy-37
AVAR,nhx-9
AVAR,ggr-1
AVAR,unc-30
AVAR,egl-4
AVAR,par-6
AVAR,gst-44
AVAR,rhgf-1
AVAR,vha-11
AVAR,cat-1
AVAR,psa-4
AVAR,nhr-22
AVAR,iff-2
AVAR,ekl-2
AVAR,lin-42
AVAR,F54C9.7
AVAR,pry-1
AVAR,str-3
AVAR,smp-2
AVAR,lim-4
AVAR,eat-16
AVAR,mrp-5
AVAR,gpc-1
AVAR,klp-18
AVAR,ace-3
AVAL,unc-103
AVAL,glr-3
AVAL,gon-4
AVAL,gcy-37
AVAL,nhx-9
AVAL,ggr-1
AVAL,unc-30
AVAL,egl-4
AVAL,par-6
AVAL,gst-44
AVAL,rhgf-1
AVAL,vha-11
AVAL,cat-1
AVAL,psa-4
AVAL,nhr-22
AVAL,iff-2
AVAL,ekl-2
AVAL,lin-42
AVAL,F54C9.7
AVAL,pry-1
AVAL,str-3
AVAL,smp-2
AVAL,lim-4
AVAL,eat-16
AVAL,mrp-5
AVAL,gpc-1
AVAL,klp-18
AVAL,ace-3
V3R.pap,alh-9
V3R.pap,klp-16
V3R.pap,B0285.6
ABplapppapa,nlp-7
ABplapppapa,par-6
ABplapppapa,gst-44
ABplapppapa,rhgf-1
ABplapppapa,cat-1
ABplapppapa,spn-4
ABplapppapa,mig-1
ABplapppapa,psa-4
ABplapppapa,nhr-22
ABplapppapa,pry-1
ABplapppapa,str-3
ABplapppapa,zmp-1
ABplapppapa,jkk-1
ABplapppapa,smp-2
int5L,vab-7
int5L,nlp-7
int5L,par-6
int5L,gst-44
int5L,rhgf-1
int5L,cat-1
int5L,psa-4
int5L,nhr-22
int5L,pha-1
int5L,pry-1
int5L,str-3
int5L,smp-2
int5L,F42A10.3
int5L,nhr-23
ABalpppppa,nlp-7
ABalpppppa,par-6
ABalpppppa,gst-44
ABalpppppa,rhgf-1
ABalpppppa,cat-1
ABalpppppa,spn-4
ABalpppppa,mig-1
ABalpppppa,psa-4
ABalpppppa,pry-1
ABalpppppa,str-3
ABalpppppa,smp-2
ABalpppppa,nhr-85
Dapppa,par-6
Dapppa,gst-44
Dapppa,rhgf-1
Dapppa,cat-1
Dapppa,psa-4
Dapppa,mig-13
Dapppa,pry-1
Dapppa,str-3
Dapppa,grd-6
Dapppa,ooc-3
Dapppa,smp-2
ILshVR,par-6
ILshVR,gst-44
ILshVR,rhgf-1
ILshVR,cat-1
ILshVR,psa-4
ILshVR,nhr-22
ILshVR,pry-1
ILshVR,str-3
ILshVR,smp-2
R6BL,cnd-1
R6BL,pgp-3
R6BL,ina-1
R6BL,ceh-14
R6BL,clh-4
R6BL,hcp-1
R6BL,daf-7
R6BL,fax-1
R6BL,unc-5
R6BL,mec-10
R6BL,daf-3
R6BL,avr-15
R6BL,nhr-25
R6BL,ooc-5
R6BL,sma-9
R6BL,unc-32
R6BL,exc-7
R6BL,del-1
R6BL,Y46G5A.4
R6BL,rpl-5
R6BL,hid-1
R6BL,ocr-1
R6BL,C32B5.6
R6BL,lon-3
R6BL,cog-1
R6BL,gsp-4
R6BL,wrm-1
R6BL,nlp-8
R6BL,tax-6
R6BL,cha-1
ABalpppppp,nlp-7
ABalpppppp,par-6
ABalpppppp,gst-44
ABalpppppp,rhgf-1
ABalpppppp,cat-1
ABalpppppp,spn-4
ABalpppppp,mig-1
ABalpppppp,psa-4
ABalpppppp,pry-1
ABalpppppp,str-3
ABalpppppp,smp-2
ABalpppppp,nhr-85
ILshVL,par-6
ILshVL,gst-44
ILshVL,rhgf-1
ILshVL,cat-1
ILshVL,psa-4
ILshVL,nhr-22
ILshVL,pry-1
ILshVL,str-3
ILshVL,smp-2
GLRDL,par-6
GLRDL,gst-44
GLRDL,rhgf-1
GLRDL,cat-1
GLRDL,psa-4
GLRDL,pry-1
GLRDL,str-3
GLRDL,ver-1
GLRDL,flt-1
GLRDL,smp-2
H2L.pppa,B0285.6
ABalppaaaa,nlp-7
ABalppaaaa,par-6
ABalppaaaa,gst-44
ABalppaaaa,rhgf-1
ABalppaaaa,cat-1
ABalppaaaa,spn-4
ABalppaaaa,mig-1
ABalppaaaa,psa-4
ABalppaaaa,pry-1
ABalppaaaa,str-3
ABalppaaaa,smp-2
H1L.app,ver-2
H1L.app,B0285.6
B.arap,wrk-1
ABalappa,nlp-7
ABalappa,par-6
ABalappa,gst-44
ABalappa,rhgf-1
ABalappa,cat-1
ABalappa,spn-4
ABalappa,mig-1
ABalappa,psa-4
ABalappa,pry-1
ABalappa,str-3
ABalappa,acy-1
ABalappa,smp-2
CEPsoDL,par-6
CEPsoDL,gst-44
CEPsoDL,rhgf-1
CEPsoDL,cat-1
CEPsoDL,psa-4
CEPsoDL,nhr-22
CEPsoDL,pry-1
CEPsoDL,str-3
CEPsoDL,smp-2
H2L.pppp,B0285.6
RICL,gcy-8
RICL,par-6
RICL,gst-44
RICL,rhgf-1
RICL,itr-1
RICL,psa-4
RICL,pry-1
RICL,str-3
RICL,pig-1
RICL,acy-1
RICL,unc-53
RICL,klp-18
CEPsoDR,par-6
CEPsoDR,gst-44
CEPsoDR,rhgf-1
CEPsoDR,cat-1
CEPsoDR,psa-4
CEPsoDR,nhr-22
CEPsoDR,pry-1
CEPsoDR,str-3
CEPsoDR,smp-2
ABalppaaap,nlp-7
ABalppaaap,par-6
ABalppaaap,gst-44
ABalppaaap,rhgf-1
ABalppaaap,cat-1
ABalppaaap,spn-4
ABalppaaap,mig-1
ABalppaaap,psa-4
ABalppaaap,nhr-22
ABalppaaap,pry-1
ABalppaaap,str-3
ABalppaaap,smp-2
H1L.apa,B0285.6
ABalpaaaapp,nlp-7
ABalpaaaapp,par-6
ABalpaaaapp,gst-44
ABalpaaaapp,rhgf-1
ABalpaaaapp,cat-1
ABalpaaaapp,spn-4
ABalpaaaapp,mig-1
ABalpaaaapp,psa-4
ABalpaaaapp,nhr-22
ABalpaaaapp,pry-1
ABalpaaaapp,str-3
ABalpaaaapp,smp-2
ABpraaaapppp,nlp-7
ABpraaaapppp,par-6
ABpraaaapppp,gst-44
ABpraaaapppp,rhgf-1
ABpraaaapppp,cat-1
ABpraaaapppp,spn-4
ABpraaaapppp,mig-1
ABpraaaapppp,psa-4
ABpraaaapppp,pry-1
ABpraaaapppp,str-3
ABpraaaapppp,jkk-1
ABpraaaapppp,smp-2
ABalappp,nlp-7
ABalappp,par-6
ABalappp,gst-44
ABalappp,rhgf-1
ABalappp,cat-1
ABalappp,spn-4
ABalappp,mig-1
ABalappp,psa-4
ABalappp,pry-1
ABalappp,str-3
ABalappp,acy-1
ABalappp,smp-2
PVQR,gon-4
PVQR,nhx-9
PVQR,unc-25
PVQR,lev-11
PVQR,ces-2
PVQR,par-6
PVQR,gst-44
PVQR,rhgf-1
PVQR,ham-2
PVQR,cat-1
PVQR,psa-4
PVQR,nhr-22
PVQR,T21B10.5
PVQR,lin-42
PVQR,daf-5
PVQR,pry-1
PVQR,str-3
PVQR,zmp-1
PVQR,unc-53
PVQR,smp-2
PVQR,mls-1
PVQR,mrp-5
PVQR,klp-18
ABalapaaaa,nlp-7
ABalapaaaa,par-6
ABalapaaaa,gst-44
ABalapaaaa,rhgf-1
ABalapaaaa,cat-1
ABalapaaaa,spn-4
ABalapaaaa,mig-1
ABalapaaaa,psa-4
ABalapaaaa,nhr-22
ABalapaaaa,pry-1
ABalapaaaa,str-3
ABalapaaaa,smp-2
ABalapaaaa,nhr-85
P10.a,ggr-2
P10.a,hnd-1
P10.a,Y18D10A.23
m3VR,par-6
m3VR,gst-44
m3VR,rhgf-1
m3VR,cat-1
m3VR,psa-4
m3VR,nhr-22
m3VR,pry-1
m3VR,str-3
m3VR,smp-2
ABplaapa,nlp-7
ABplaapa,par-6
ABplaapa,gst-44
ABplaapa,rhgf-1
ABplaapa,cat-1
ABplaapa,spn-4
ABplaapa,mig-1
ABplaapa,psa-4
ABplaapa,pry-1
ABplaapa,str-3
ABplaapa,acy-1
ABplaapa,jkk-1
ABplaapa,smp-2
ABplaapa,crt-1
M.vrpaaaa,odr-2
M.vrpaaaa,ceh-7
M.vrpaaaa,daf-11
M.vrpaaaa,tbx-8
M.vrpaaaa,Y18D10A.23
M.vrpaaaa,nfm-1
M.vrpaaaa,tlp-1
ABalapaaap,nlp-7
ABalapaaap,par-6
ABalapaaap,gst-44
ABalapaaap,rhgf-1
ABalapaaap,cat-1
ABalapaaap,spn-4
ABalapaaap,mig-1
ABalapaaap,psa-4
ABalapaaap,nhr-22
ABalapaaap,pry-1
ABalapaaap,str-3
ABalapaaap,smp-2
ABalapaaap,nhr-85
Cppppaa,nlp-7
Cppppaa,par-6
Cppppaa,gst-44
Cppppaa,rhgf-1
Cppppaa,cat-1
Cppppaa,psa-4
Cppppaa,nhr-22
Cppppaa,mig-13
Cppppaa,pry-1
Cppppaa,str-3
Cppppaa,ric-19
Cppppaa,grd-6
Cppppaa,smp-2
m3VL,par-6
m3VL,gst-44
m3VL,rhgf-1
m3VL,cat-1
m3VL,psa-4
m3VL,nhr-22
m3VL,pry-1
m3VL,str-3
m3VL,smp-2
P11.aap,ggr-2
P11.aap,odd-1
ABplaapp,nlp-7
ABplaapp,par-6
ABplaapp,gst-44
ABplaapp,rhgf-1
ABplaapp,cat-1
ABplaapp,spn-4
ABplaapp,mig-1
ABplaapp,psa-4
ABplaapp,pry-1
ABplaapp,str-3
ABplaapp,acy-1
ABplaapp,jkk-1
ABplaapp,smp-2
ABplaapp,crt-1
MSaaaappa,par-6
MSaaaappa,gst-44
MSaaaappa,rhgf-1
MSaaaappa,cat-1
MSaaaappa,spn-4
MSaaaappa,mig-1
MSaaaappa,psa-4
MSaaaappa,nhr-22
MSaaaappa,pry-1
MSaaaappa,str-3
MSaaaappa,smp-2
OLQshDR,par-6
OLQshDR,gst-44
OLQshDR,rhgf-1
OLQshDR,cat-1
OLQshDR,psa-4
OLQshDR,nhr-22
OLQshDR,pry-1
OLQshDR,str-3
OLQshDR,smp-2
V5R.ppppp,oga-1
V5R.ppppp,gar-2
V5R.ppppp,alh-9
V5R.ppppp,srd-1
V5R.ppppp,srg-13
V5R.ppppp,cha-1
ABplappaa,nlp-7
ABplappaa,par-6
ABplappaa,gst-44
ABplappaa,rhgf-1
ABplappaa,cat-1
ABplappaa,spn-4
ABplappaa,mig-1
ABplappaa,psa-4
ABplappaa,pry-1
ABplappaa,str-3
ABplappaa,acy-1
ABplappaa,jkk-1
ABplappaa,smp-2
ABprpppap,nlp-7
ABprpppap,par-6
ABprpppap,gst-44
ABprpppap,rhgf-1
ABprpppap,cat-1
ABprpppap,spn-4
ABprpppap,mig-1
ABprpppap,psa-4
ABprpppap,pry-1
ABprpppap,str-3
ABprpppap,acy-1
ABprpppap,jkk-1
ABprpppap,smp-2
ABprpppap,nhr-85
Capp,lin-14
Capp,nlp-7
Capp,unc-17
Capp,par-6
Capp,gst-44
Capp,rhgf-1
Capp,cat-1
Capp,psa-4
Capp,pry-1
Capp,str-3
Capp,unc-97
Capp,acy-1
Capp,gly-18
Capp,smp-2
OLQshDL,par-6
OLQshDL,gst-44
OLQshDL,rhgf-1
OLQshDL,cat-1
OLQshDL,psa-4
OLQshDL,nhr-22
OLQshDL,pry-1
OLQshDL,str-3
OLQshDL,smp-2
V5R.ppppa,alh-9
Capa,nlp-7
Capa,unc-17
Capa,par-6
Capa,gst-44
Capa,rhgf-1
Capa,cat-1
Capa,psa-4
Capa,pry-1
Capa,str-3
Capa,unc-97
Capa,acy-1
Capa,gly-18
Capa,smp-2
ABalappaapp,nlp-7
ABalappaapp,par-6
ABalappaapp,gst-44
ABalappaapp,rhgf-1
ABalappaapp,cat-1
ABalappaapp,spn-4
ABalappaapp,mig-1
ABalappaapp,psa-4
ABalappaapp,nhr-22
ABalappaapp,pry-1
ABalappaapp,str-3
ABalappaapp,smp-2
m3DL,par-6
m3DL,gst-44
m3DL,rhgf-1
m3DL,cat-1
m3DL,psa-4
m3DL,nhr-22
m3DL,pry-1
m3DL,str-3
m3DL,smp-2
mc1V,par-6
mc1V,gst-44
mc1V,rhgf-1
mc1V,cat-1
mc1V,psa-4
mc1V,nhr-22
mc1V,pry-1
mc1V,str-3
mc1V,smp-2
RIMR,gon-4
RIMR,gcy-37
RIMR,pkd-2
RIMR,par-6
RIMR,gst-44
RIMR,rhgf-1
RIMR,cat-1
RIMR,psa-4
RIMR,nhr-22
RIMR,erm-1
RIMR,pry-1
RIMR,str-3
RIMR,pig-1
RIMR,smp-2
RIMR,eat-16
K,unc-17
K,par-6
K,gst-44
K,rhgf-1
K,cat-1
K,psa-4
K,nhr-22
K,sma-9
K,gcy-33
K,pry-1
K,str-3
K,smp-2
K,apr-1
K,pop-1
M.vrap,odr-2
M.vrap,tbx-8
M.vrap,nfm-1
M.vrap,tlp-1
V3L.pp,alh-9
V3L.pp,klp-16
V3L.pp,B0285.6
RIML,gon-4
RIML,gcy-37
RIML,pkd-2
RIML,par-6
RIML,gst-44
RIML,rhgf-1
RIML,cat-1
RIML,psa-4
RIML,nhr-22
RIML,erm-1
RIML,pry-1
RIML,str-3
RIML,pig-1
RIML,smp-2
RIML,eat-16
V3L.pa,alh-9
V3L.pa,klp-16
V3L.pa,B0285.6
M.vraa,odr-2
M.vraa,tbx-8
M.vraa,nfm-1
M.vraa,tlp-1
m3DR,par-6
m3DR,gst-44
m3DR,rhgf-1
m3DR,cat-1
m3DR,psa-4
m3DR,nhr-22
m3DR,pry-1
m3DR,str-3
m3DR,smp-2
Daa,unc-17
Daa,par-6
Daa,gst-44
Daa,rhgf-1
Daa,cat-1
Daa,psa-4
Daa,pry-1
Daa,str-3
Daa,unc-97
Daa,ooc-3
Daa,acy-1
Daa,smp-2
Daa,crt-1
ABaraaaaaa,nlp-7
ABaraaaaaa,par-6
ABaraaaaaa,gst-44
ABaraaaaaa,rhgf-1
ABaraaaaaa,cat-1
ABaraaaaaa,spn-4
ABaraaaaaa,mig-1
ABaraaaaaa,psa-4
ABaraaaaaa,nhr-22
ABaraaaaaa,pry-1
ABaraaaaaa,str-3
ABaraaaaaa,smp-2
M.drpp,odr-2
M.drpp,F55G1.6
M.drpp,tbx-8
M.drpp,nfm-1
M.drpp,tlp-1
Z1.pppp,F55G1.6
ABalapappa,nlp-7
ABalapappa,par-6
ABalapappa,gst-44
ABalapappa,rhgf-1
ABalapappa,cat-1
ABalapappa,spn-4
ABalapappa,mig-1
ABalapappa,psa-4
ABalapappa,pry-1
ABalapappa,str-3
ABalapappa,smp-2
ABalapappa,nhr-85
Caaaap,nlp-7
Caaaap,unc-17
Caaaap,par-6
Caaaap,gst-44
Caaaap,rhgf-1
Caaaap,cat-1
Caaaap,psa-4
Caaaap,nhr-22
Caaaap,pry-1
Caaaap,str-3
Caaaap,che-2
Caaaap,smp-2
ABprapppaap,nlp-7
ABprapppaap,par-6
ABprapppaap,gst-44
ABprapppaap,rhgf-1
ABprapppaap,cat-1
ABprapppaap,spn-4
ABprapppaap,mig-1
ABprapppaap,psa-4
ABprapppaap,nhr-22
ABprapppaap,pry-1
ABprapppaap,str-3
ABprapppaap,zmp-1
ABprapppaap,jkk-1
ABprapppaap,smp-2
V6L.ppppaaap,alh-9
M.drpa,odr-2
M.drpa,F55G1.6
M.drpa,tbx-8
M.drpa,nfm-1
M.drpa,tlp-1
ABpl,daf-14
ABpl,lad-2
ABpl,unc-86
ABpl,nlp-7
ABpl,gst-44
ABpl,rhgf-1
ABpl,inx-4
ABpl,psa-4
ABpl,gcy-12
ABpl,sng-1
ABpl,pry-1
ABpl,str-3
ABpl,jkk-1
ABpl,nhr-85
M3L',lin-35
M3L',par-6
M3L',gst-44
M3L',rhgf-1
M3L',cat-1
M3L',set-2
M3L',psa-4
M3L',nhr-22
M3L',inx-3
M3L',ins-5
M3L',pry-1
M3L',str-3
M3L',smp-2
M3L',eat-16
M3L',hen-1
Z1.pppa,F55G1.6
ABalapappp,nlp-7
ABalapappp,par-6
ABalapappp,gst-44
ABalapappp,rhgf-1
ABalapappp,cat-1
ABalapappp,spn-4
ABalapappp,mig-1
ABalapappp,psa-4
ABalapappp,nhr-22
ABalapappp,pry-1
ABalapappp,str-3
ABalapappp,smp-2
ABalapappp,nhr-85
Caaaaa,nlp-7
Caaaaa,unc-17
Caaaaa,par-6
Caaaaa,gst-44
Caaaaa,rhgf-1
Caaaaa,cat-1
Caaaaa,psa-4
Caaaaa,nhr-22
Caaaaa,pry-1
Caaaaa,str-3
Caaaaa,che-2
Caaaaa,smp-2
Cppppap,nlp-7
Cppppap,par-6
Cppppap,gst-44
Cppppap,rhgf-1
Cppppap,cat-1
Cppppap,psa-4
Cppppap,nhr-22
Cppppap,mig-13
Cppppap,pry-1
Cppppap,str-3
Cppppap,ric-19
Cppppap,grd-6
Cppppap,smp-2
Earaa,vab-7
Earaa,nlp-7
Earaa,par-6
Earaa,gst-44
Earaa,rhgf-1
Earaa,cat-1
Earaa,psa-4
Earaa,nhr-22
Earaa,pry-1
Earaa,str-3
Earaa,ima-2
Earaa,smp-2
Earaa,nhr-23
Z1.ppppa,F55G1.6
OLQshVL,par-6
OLQshVL,gst-44
OLQshVL,rhgf-1
OLQshVL,cat-1
OLQshVL,psa-4
OLQshVL,nhr-22
OLQshVL,pry-1
OLQshVL,str-3
OLQshVL,smp-2
ABalapappaa,nlp-7
ABalapappaa,par-6
ABalapappaa,gst-44
ABalapappaa,rhgf-1
ABalapappaa,cat-1
ABalapappaa,spn-4
ABalapappaa,mig-1
ABalapappaa,psa-4
ABalapappaa,nhr-22
ABalapappaa,pry-1
ABalapappaa,str-3
ABalapappaa,smp-2
W,F55G1.6
W,par-6
W,gst-44
W,rhgf-1
W,cat-1
W,psa-4
W,nhr-22
W,F10F2.1
W,pry-1
W,str-3
W,mec-9
W,acy-1
W,smp-2
W,F41C3.8
M.vrpaaa,odr-2
M.vrpaaa,unc-86
M.vrpaaa,ceh-7
M.vrpaaa,daf-11
M.vrpaaa,tbx-8
M.vrpaaa,Y18D10A.23
M.vrpaaa,nfm-1
M.vrpaaa,tlp-1
mu_intR,gpa-3
mu_intR,unc-17
mu_intR,par-6
mu_intR,gst-44
mu_intR,rhgf-1
mu_intR,cat-1
mu_intR,psa-4
mu_intR,nhr-22
mu_intR,pry-1
mu_intR,str-3
mu_intR,smp-2
ABprppaaaapa,nlp-7
ABprppaaaapa,par-6
ABprppaaaapa,gst-44
ABprppaaaapa,rhgf-1
ABprppaaaapa,spn-4
ABprppaaaapa,mig-1
ABprppaaaapa,psa-4
ABprppaaaapa,pry-1
ABprppaaaapa,str-3
ABprppaaaapa,jkk-1
M.vlpaapa,odr-2
M.vlpaapa,ceh-7
M.vlpaapa,daf-11
M.vlpaapa,tbx-8
M.vlpaapa,Y18D10A.23
M.vlpaapa,nfm-1
M.vlpaapa,tlp-1
M.vlpaapa,nhr-76
V6R.pppapaa,oga-1
V6R.pppapaa,gar-2
V6R.pppapaa,alh-9
V6R.pppapaa,srg-13
V6R.pppapaa,cha-1
Z1.ppppp,F55G1.6
M.vrpaap,odr-2
M.vrpaap,unc-86
M.vrpaap,ceh-7
M.vrpaap,daf-11
M.vrpaap,tbx-8
M.vrpaap,Y18D10A.23
M.vrpaap,nfm-1
M.vrpaap,tlp-1
OLQshVR,par-6
OLQshVR,gst-44
OLQshVR,rhgf-1
OLQshVR,cat-1
OLQshVR,psa-4
OLQshVR,nhr-22
OLQshVR,pry-1
OLQshVR,str-3
OLQshVR,smp-2
V6R.pppapap,oga-1
V6R.pppapap,gar-2
V6R.pppapap,alh-9
V6R.pppapap,srg-13
V6R.pppapap,cha-1
CEPsoVL,par-6
CEPsoVL,gst-44
CEPsoVL,rhgf-1
CEPsoVL,cat-1
CEPsoVL,psa-4
CEPsoVL,nhr-22
CEPsoVL,pry-1
CEPsoVL,str-3
CEPsoVL,smp-2
OLQDR,nhr-2
OLQDR,dab-1
OLQDR,mel-11
OLQDR,inx-12
OLQDR,par-6
OLQDR,gst-44
OLQDR,rhgf-1
OLQDR,osm-6
OLQDR,R09A8.5
OLQDR,psa-4
OLQDR,erm-1
OLQDR,inx-3
OLQDR,hid-1
OLQDR,snt-1
OLQDR,ser-4
OLQDR,gld-1
OLQDR,nhr-57
OLQDR,nid-1
OLQDR,efn-4
OLQDR,sra-13
OLQDR,C01H6.9
OLQDR,pry-1
OLQDR,str-3
OLQDR,wrm-1
OLQDR,nlp-8
OLQDR,tax-6
OLQDR,gpa-5
OLQDR,mrp-5
ABplapapap,nlp-7
